timestamp,src_ip,src_port,dst_ip,dst_port,protocol,size,syn,ack,fin,rst,psh
1778822538,127.0.0.1,40922,127.0.0.1,1812,6,54,0,0,0,0,0
1778822538,127.0.0.1,1812,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,32783,6,54,0,0,0,0,0
1778822538,127.0.0.1,32783,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,52869,6,54,0,0,0,0,0
1778822538,127.0.0.1,52869,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,27353,6,54,0,0,0,0,0
1778822538,127.0.0.1,27353,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1234,6,54,0,0,0,0,0
1778822538,127.0.0.1,1234,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,14442,6,54,0,0,0,0,0
1778822538,127.0.0.1,14442,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1352,6,54,0,0,0,0,0
1778822538,127.0.0.1,1352,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,6100,6,54,0,0,0,0,0
1778822538,127.0.0.1,6100,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,3168,6,54,0,0,0,0,0
1778822538,127.0.0.1,3168,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5405,6,54,0,0,0,0,0
1778822538,127.0.0.1,5405,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,11111,6,54,0,0,0,0,0
1778822538,127.0.0.1,11111,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,2022,6,54,0,0,0,0,0
1778822538,127.0.0.1,2022,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,2638,6,54,0,0,0,0,0
1778822538,127.0.0.1,2638,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1165,6,54,0,0,0,0,0
1778822538,127.0.0.1,1165,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5120,6,54,0,0,0,0,0
1778822538,127.0.0.1,5120,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1086,6,54,0,0,0,0,0
1778822538,127.0.0.1,1086,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5500,6,54,0,0,0,0,0
1778822538,127.0.0.1,5500,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,9010,6,54,0,0,0,0,0
1778822538,127.0.0.1,9010,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,57797,6,54,0,0,0,0,0
1778822538,127.0.0.1,57797,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,35500,6,54,0,0,0,0,0
1778822538,127.0.0.1,35500,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,880,6,54,0,0,0,0,0
1778822538,127.0.0.1,880,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1301,6,54,0,0,0,0,0
1778822538,127.0.0.1,1301,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,144,6,54,0,0,0,0,0
1778822538,127.0.0.1,144,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,14000,6,54,0,0,0,0,0
1778822538,127.0.0.1,14000,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,666,6,54,0,0,0,0,0
1778822538,127.0.0.1,666,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1117,6,54,0,0,0,0,0
1778822538,127.0.0.1,1117,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1044,6,54,0,0,0,0,0
1778822538,127.0.0.1,1044,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1594,6,54,0,0,0,0,0
1778822538,127.0.0.1,1594,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,32776,6,54,0,0,0,0,0
1778822538,127.0.0.1,32776,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,800,6,54,0,0,0,0,0
1778822538,127.0.0.1,800,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,10621,6,54,0,0,0,0,0
1778822538,127.0.0.1,10621,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,8500,6,54,0,0,0,0,0
1778822538,127.0.0.1,8500,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,3690,6,54,0,0,0,0,0
1778822538,127.0.0.1,3690,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,17988,6,54,0,0,0,0,0
1778822538,127.0.0.1,17988,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,3005,6,54,0,0,0,0,0
1778822538,127.0.0.1,3005,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1417,6,54,0,0,0,0,0
1778822538,127.0.0.1,1417,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,3998,6,54,0,0,0,0,0
1778822538,127.0.0.1,3998,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,10566,6,54,0,0,0,0,0
1778822538,127.0.0.1,10566,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,5678,6,54,0,0,0,0,0
1778822538,127.0.0.1,5678,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1071,6,54,0,0,0,0,0
1778822538,127.0.0.1,1071,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1328,6,54,0,0,0,0,0
1778822538,127.0.0.1,1328,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,4567,6,54,0,0,0,0,0
1778822538,127.0.0.1,4567,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,2119,6,54,0,0,0,0,0
1778822538,127.0.0.1,2119,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,2717,6,54,0,0,0,0,0
1778822538,127.0.0.1,2717,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1064,6,54,0,0,0,0,0
1778822538,127.0.0.1,1064,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,1244,6,54,0,0,0,0,0
1778822538,127.0.0.1,1244,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,8652,6,54,0,0,0,0,0
1778822538,127.0.0.1,8652,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,64680,6,54,0,0,0,0,0
1778822538,127.0.0.1,64680,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,6566,6,54,0,0,0,0,0
1778822538,127.0.0.1,6566,127.0.0.1,40922,6,54,0,1,0,1,0
1778822538,127.0.0.1,40922,127.0.0.1,10629,6,54,0,0,0,0,0
1778822538,127.0.0.1,10629,127.0.0.1,40922,6,54,0,1,0,1,0
